intent,query,answer
음악과,3학년 전공,"음악과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기5(전필·1), 연주5(전필·2), 오케스트라및앙상블5(전선·3), 합창5(전선·1), 체임버뮤직5(전선·3), 현악합주5(전선·2), 관악합주5(전선·3), 성악문헌1(전선·3), 음악사1(전선·3), 음악교과교육론(전선·3), 관현악문헌(전선·3), 퍼포먼스워크샵1(전선·3), 실용음악분석법1(전선·3), 음악극워크샵(전선·3), 실용음악합주5(전선·3), 레코딩실습3(전선·3), 실용음악편곡법(전선·3)
[2학기] 전공실기6(전필·1), 연주6(전필·2), 오케스트라및앙상블6(전선·3), 합창6(전선·1), 체임버뮤직6(전선·3), 현악합주6(전선·2), 관악합주6(전선·3), 성악문헌2(전선·3), 음악사2(전선·3), 음악교과교재연구및지도법(전선·3), 음악논리및논술(전선·3), 퍼포먼스워크샵2(전선·3), 월드뮤직연구(전선·3), 실용음악분석법2(전선·3), 실용음악합주6(전선·3), 레코딩실습4(전선·3)"
음악과,4학년 전공,"음악과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 전공실기7(전필·1), 연주7(전필·2), 오케스트라및앙상블7(전선·3), 체임버뮤직7(전선·3), 현악합주7(전선·2), 관악합주7(전선·3), 반주문헌1(전선·3), 오페라워크샵1(전선·1), 음악분석(전선·3), 즉흥연주기법(전선·3), 실용음악공연워크샵1(전선·3), 실용음악합주7(전선·3), 퍼포먼스워크샵3(전선·3), Djing(전선·3), 재즈음악사(전선·3)
[2학기] 졸업작품(P/NP)(전필·0), 전공실기8(전필·1), 연주8(전필·2), 오케스트라및앙상블8(전선·3), 체임버뮤직8(전선·3), 현악합주8(전선·2), 관악합주8(전선·3), 반주문헌2(전선·3), 오페라워크샵2(전선·1), 지휘법(전선·2), 실용음악공연워크샵2(전선·3), 실용음악합주8(전선·3), 퍼포먼스워크샵4(전선·3), 영상음악실기(전선·3), 실용음악제작(전선·3), 뮤직비지니스(전선·3)"
음악과,전공,"음악과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 전공실기1(전필·1), 연주1(전필·2), 오케스트라및앙상블1(전선·3), 합창1(전선·1), 체임버뮤직1(전선·3), 현악합주1(전선·3), 관악합주1(전선·3), 시창청음1(전선·3), 딕션1(전선·2), 피아노교수법(전선·3), 실용음악가사론(전선·3), 리듬과양식(전선·3), 기초악전및컴퓨터사보(전선·3), 실용음악감상법(전선·3), 실용음악합주1(전선·3)
[1학년 2학기] 전공실기2(전필·1), 연주2(전필·2), 오케스트라및앙상블2(전선·3), 합창2(전선·1), 체임버뮤직2(전선·3), 현악합주2(전선·2), 관악합주2(전선·3), 시창청음2(전선·3), 딕션2(전선·2), 컴퓨터음악1(전선·3), 대중음악사(전선·3), 실용음악화성학1(전선·3), 실용음악합주2(전선·3), 발성과발음(전선·3)
[2학년 1학기] 전공실기3(전필·1), 연주3(전필·2), 오케스트라및앙상블3(전선·3), 합창3(전선·1), 체임버뮤직3(전선·3), 현악합주3(전선·2), 관악합주3(전선·3), 화성법및대위법1(전선·3), 피아노문헌1(전선·3), 딕션3(전선·2), 컴퓨터음악2(전선·3), 리듬연구(전선·3), 실용건반화성(전선·3), 실용음악합주3(전선·3), 레코딩실습1(전선·3)
[2학년 2학기] 전공실기4(전필·1), 연주4(전필·2), 오케스트라및앙상블4(전선·3), 합창4(전선·1), 체임버뮤직4(전선·3), 현악합주4(전선·2), 관악합주4(전선·3), 화성법및대위법2(전선·3), 피아노문헌2(전선·3), 딕션4(전선·2), 컴퓨터음악3(전선·3), 실용음악화성학2(전선·3), 재즈피아노(전선·3), 실용음악합주4(전선·3), 레코딩실습2(전선·3)
[3학년 1학기] 전공실기5(전필·1), 연주5(전필·2), 오케스트라및앙상블5(전선·3), 합창5(전선·1), 체임버뮤직5(전선·3), 현악합주5(전선·2), 관악합주5(전선·3), 성악문헌1(전선·3), 음악사1(전선·3), 음악교과교육론(전선·3), 관현악문헌(전선·3), 퍼포먼스워크샵1(전선·3), 실용음악분석법1(전선·3), 음악극워크샵(전선·3), 실용음악합주5(전선·3), 레코딩실습3(전선·3), 실용음악편곡법(전선·3)
[3학년 2학기] 전공실기6(전필·1), 연주6(전필·2), 오케스트라및앙상블6(전선·3), 합창6(전선·1), 체임버뮤직6(전선·3), 현악합주6(전선·2), 관악합주6(전선·3), 성악문헌2(전선·3), 음악사2(전선·3), 음악교과교재연구및지도법(전선·3), 음악논리및논술(전선·3), 퍼포먼스워크샵2(전선·3), 월드뮤직연구(전선·3), 실용음악분석법2(전선·3), 실용음악합주6(전선·3), 레코딩실습4(전선·3)
[4학년 1학기] 전공실기7(전필·1), 연주7(전필·2), 오케스트라및앙상블7(전선·3), 체임버뮤직7(전선·3), 현악합주7(전선·2), 관악합주7(전선·3), 반주문헌1(전선·3), 오페라워크샵1(전선·1), 음악분석(전선·3), 즉흥연주기법(전선·3), 실용음악공연워크샵1(전선·3), 실용음악합주7(전선·3), 퍼포먼스워크샵3(전선·3), Djing(전선·3), 재즈음악사(전선·3)
[4학년 2학기] 졸업작품(P/NP)(전필·0), 전공실기8(전필·1), 연주8(전필·2), 오케스트라및앙상블8(전선·3), 체임버뮤직8(전선·3), 현악합주8(전선·2), 관악합주8(전선·3), 반주문헌2(전선·3), 오페라워크샵2(전선·1), 지휘법(전선·2), 실용음악공연워크샵2(전선·3), 실용음악합주8(전선·3), 퍼포먼스워크샵4(전선·3), 영상음악실기(전선·3), 실용음악제작(전선·3), 뮤직비지니스(전선·3)"
체육학과,조교실 정보 좀,"체육학과 조교실 정보는 아래와 같습니다.
위치 : 용덕관 114호 / 전화 : 02-3408-3325"
체육학과,과사무실,"체육학과 과사무실 정보는 아래와 같습니다.
위치 : 용덕관 114호 / 전화 : 02-3408-3325"
체육학과,과사무실 위치,체육학과 과사무실 위치는 용덕관 114호입니다.
체육학과,과사무실 전화번호,체육학과 과사무실 전화번호는 02-3408-3325입니다.
체육학과,홈페이지,"체육학과 홈페이지입니다.
체육학과 : http://home.sejong.ac.kr/~pedpt/"
체육학과,공지사항,"체육학과에서 제공하는 학과 공지사항입니다.
체육학과 학과 공지사항 : http://home.sejong.ac.kr/~pedpt/5.html"
체육학과,취업정보,"체육학과에서 제공하는 취업정보입니다.
체육학과 : http://home.sejong.ac.kr/~pedpt/7.html"
체육학과,학사내규,"체육학과에서 제공하는 학사내규입니다.
체육학과 학사내규 : http://home.sejong.ac.kr/~pedpt/12.html"
체육학과,학과소개,학과는 전문화된 심오한 이론과 체계적이고 과학적인 실기훈련을 통하여 체육지도자로서의 품격을 함양시키고 교사ㆍ교수ㆍ운동처방사ㆍ스포츠 경영사 등의 인재 육성에 중점을 두고 있습니다.
체육학과,주전공,"전공필수과목은 21학점, 전공선택과목은 44점 이상 이수해야 하며, 전공학점은 65점 이상이어야 합니다."
체육학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
체육학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
체육학과,부전공,체육학과 전공과목 중에서 21학점 이상 이수해야 합니다.
체육학과,1학년 전공,"체육학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 체육철학(전필·3), 스포츠의학입문(전선·3), 체육측정평가(전선·3), 구기스포츠(전선·2), 스포츠경영학(전선·3)
[2학기] 인체해부학(전선·3), 체육사(전선·3), 스포츠와미디어(전선·3), 체력육성실습(전선·3), 특수체육(전선·3), 뉴스포츠의이해(전선·3)"
체육학과,2학년 전공,"체육학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 체육철학(전필·3), 스포츠의학입문(전선·3), 체육측정평가(전선·3), 구기스포츠(전선·2), 스포츠경영학(전선·3)
[2학기] 인체해부학(전선·3), 체육사(전선·3), 스포츠와미디어(전선·3), 체력육성실습(전선·3), 특수체육(전선·3), 뉴스포츠의이해(전선·3)"
체육학과,3학년 전공,"체육학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 운동생리학(전필·3), 체육심리학(전필·3), 스포츠행정학(전선·3), 스포츠산업론(전선·3), 레저스포츠1(전선·2), 스포츠특강1(전선·2), 체육교과교육론(전선·3)
[2학기] 트레이닝방법론(전필·3), 스포츠영양학(전선·3), 운동기능학(전선·3), 레저스포츠2(전선·2), 스포츠특강2(전선·2), 체육논리및논술(전선·3), 체육교과교재연구및지도법(전선·3)"
체육학과,4학년 전공,"체육학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 스포츠마케팅(전필·3), 스포츠재활(전선·3), 스포츠과학실험법(전선·3), 코우치학(전선·3)
[2학기] 졸업시험(P/NP)(전필·0), 체육학연구법(전선·3), 비교체육학(전선·3), 운동처방(전선·3), 학교보건(전선·3)"
체육학과,전공,"체육학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 체육원리(전필·3), 운동과건강(전선·3), 기초종목실기(전선·2), 골프(전선·2)
[1학년 2학기] 체육사회학(전필·3), 건강증진학(전선·3), 라켓스포츠(전선·2), 여가레크레이션(전선·3)
[2학년 1학기] 체육철학(전필·3), 스포츠의학입문(전선·3), 체육측정평가(전선·3), 구기스포츠(전선·2), 스포츠경영학(전선·3)
[2학년 2학기] 인체해부학(전선·3), 체육사(전선·3), 스포츠와미디어(전선·3), 체력육성실습(전선·3), 특수체육(전선·3), 뉴스포츠의이해(전선·3)
[3학년 1학기] 운동생리학(전필·3), 체육심리학(전필·3), 스포츠행정학(전선·3), 스포츠산업론(전선·3), 레저스포츠1(전선·2), 스포츠특강1(전선·2), 체육교과교육론(전선·3)
[3학년 2학기] 트레이닝방법론(전필·3), 스포츠영양학(전선·3), 운동기능학(전선·3), 레저스포츠2(전선·2), 스포츠특강2(전선·2), 체육논리및논술(전선·3), 체육교과교재연구및지도법(전선·3)
[4학년 1학기] 스포츠마케팅(전필·3), 스포츠재활(전선·3), 스포츠과학실험법(전선·3), 코우치학(전선·3)
[4학년 2학기] 졸업시험(P/NP)(전필·0), 체육학연구법(전선·3), 비교체육학(전선·3), 운동처방(전선·3), 학교보건(전선·3)"
무용과,조교실 정보 좀,"무용과 조교실 정보는 아래와 같습니다.
위치 : 용덕관 403호 / 전화 : 02-3408-3326"
무용과,과사무실,"무용과 과사무실 정보는 아래와 같습니다.
위치 : 용덕관 403호 / 전화 : 02-3408-3326"
무용과,과사무실 위치,무용과 과사무실 위치는 용덕관 403호입니다.
무용과,과사무실 전화번호,무용과 과사무실 전화번호는 02-3408-3326입니다.
무용과,홈페이지,"무용과 홈페이지입니다.
무용과 : http://home.sejong.ac.kr/~dancedpt/"
무용과,공지사항,"무용과에서 제공하는 학과 공지사항입니다.
무용과 학과 공지사항 : http://home.sejong.ac.kr/~dancedpt/5.html"
무용과,학과소개,무용교육은 이론과 예술적 지도능력을 향상시키는 데 주력하는바 무용과 학생들에게 무용교육론의 방법과 창의력을 위주로 창작교육에 심혈을 기울이고 있습니다. 이는 무용교육을 통하여 인간정서의 순화와 심신을 발달시킴으로써 건강하고 품격 높은 무용예술의 전문가로 육성하는데 궁극적인 목적을 가지고 있습니다.
무용과,주전공,"전공필수과목은 22학점, 전공선택과목은 44점 이상 이수해야 하며, 전공학점은 66점 이상이어야 합니다."
무용과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
무용과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
무용과,부전공,"무용과 전공과목 중에서 21학점 이상 이수해야 하며, 실기과목을 12학점 이상 이수해야 합니다."
무용과,1학년 전공,"무용과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 한국전통무용기교훈련1(전필·1), 한국창작무용기교훈련1(전필·1), 워크샵1(전필·1), 모던댄스1(전필·1), 발레테크닉1(전필·1), 발레레파토리1(전필·1), 한국전통무용기본1(전필·2), 현대무용기본1(전필·2), 발레기초1(전필·2), 레파토리(전선·2), 신체요법(전선·2), 전통타악실기(전선·2), 무용작품분석(전선·2)
[2학기] 한국전통무용기교훈련2(전필·1), 한국창작무용기교훈련2(전필·1), 워크샵2(전필·1), 모던댄스2(전필·1), 발레테크닉2(전필·1), 발레레파토리2(전필·1), 한국전통무용기본2(전필·2), 현대무용기본2(전필·2), 발레기초2(전필·2), 안무법(전선·2), 현대무용사(전선·2), 한국무용음악분석(전선·2), 발레와필라테스(전선·2)"
무용과,2학년 전공,"무용과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 전통춤기교실습1(전필·1), 창작춤기교실습1(전필·1), 워크샵3(전필·1), 모던댄스3(전필·1), 발레테크닉3(전필·1), 발레레파토리3(전필·1), 발레사(전선·2), 동작분석(전선·2), 무용구성법(전선·2), 한국무용표현법(전선·2), 즉흥(전선·2), 신무용기법(전선·2)
[2학기] 전통춤기교실습2(전필·1), 창작춤기교실습2(전필·1), 워크샵4(전필·1), 모던댄스4(전필·1), 발레테크닉4(전필·1), 발레레파토리4(전필·1), 궁중정재(전선·2), 무용실습(전선·2), 무용사회학(전선·2), 무용제작실습(전선·1), 무용기반융합예술프로그램개발(전선·2), 오디션실습(전선·2)"
